training_date,employee_id,training_category,training_hours,training_cost,completion_status
2024-02-29,EMP00357,Technical Skills,5.04,8453.32,Completed
2024-03-31,EMP00357,Cybersecurity,2.98,3821.06,Completed
2024-06-30,EMP00357,Cybersecurity,14.71,25169.99,Dropped
2024-07-31,EMP00357,Compliance,14.72,24331.69,In Progress
2024-11-30,EMP00357,Compliance,11.53,25214.04,Completed
2022-05-31,EMP00358,Cybersecurity,6.39,4702.45,Completed
2022-06-30,EMP00358,Compliance,13.66,29945.46,Completed
2022-07-31,EMP00358,Compliance,23.67,32768.22,Completed
2022-08-31,EMP00358,Leadership,19.78,18917.35,In Progress
2022-12-31,EMP00358,Technical Skills,6.05,10431.83,Completed
2023-01-31,EMP00358,Communication,15.71,27711.78,Completed
2023-05-31,EMP00358,Data Literacy,9.7,8875.78,Completed
2023-09-30,EMP00358,Technical Skills,23.45,30465.6,Completed
2023-10-31,EMP00358,Data Literacy,4.43,8054.74,Completed
2024-01-31,EMP00358,Data Literacy,8.66,10252.68,Completed
2024-05-31,EMP00358,Communication,5.98,10948.7,Dropped
2024-06-30,EMP00358,Technical Skills,20.75,40599.74,Completed
2024-08-31,EMP00358,Communication,17.54,11143.19,Completed
2024-09-30,EMP00358,Cybersecurity,5.51,6434.01,Completed
2024-10-31,EMP00358,Technical Skills,20.0,34454.82,Completed
2024-12-31,EMP00358,Communication,22.23,19302.26,In Progress
2023-04-30,EMP00359,Compliance,22.94,26727.76,Completed
2024-08-31,EMP00359,Compliance,3.81,3250.78,Completed
2024-09-30,EMP00359,Communication,15.55,9882.45,Completed
2024-11-30,EMP00359,Technical Skills,8.05,5597.71,Dropped
2022-09-30,EMP00360,Technical Skills,4.85,7600.15,Completed
2022-10-31,EMP00360,Data Literacy,12.36,25735.13,Completed
2023-01-31,EMP00360,Data Literacy,20.47,21933.4,Completed
2023-02-28,EMP00360,Leadership,10.96,22012.15,In Progress
2023-04-30,EMP00360,Technical Skills,12.53,24698.33,In Progress
2023-07-31,EMP00360,Data Literacy,13.15,16380.19,Completed
2024-09-30,EMP00360,Leadership,18.28,13985.06,Completed
2022-01-31,EMP00361,Compliance,4.75,7698.54,Completed
2022-02-28,EMP00361,Cybersecurity,2.74,4431.86,Dropped
2022-03-31,EMP00361,Compliance,22.98,32320.36,Completed
2022-04-30,EMP00361,Cybersecurity,10.73,10326.08,Completed
2022-08-31,EMP00361,Compliance,2.96,5029.99,Completed
2022-10-31,EMP00361,Technical Skills,14.74,19833.18,Completed
2024-08-31,EMP00362,Compliance,23.23,21990.78,Completed
2022-03-31,EMP00363,Cybersecurity,2.36,3212.5,Completed
2022-08-31,EMP00363,Data Literacy,20.81,34287.2,Completed
2022-11-30,EMP00363,Leadership,16.46,21259.98,Completed
2022-12-31,EMP00363,Leadership,2.04,2584.48,In Progress
2023-02-28,EMP00363,Compliance,6.89,4481.42,Completed
2023-04-30,EMP00363,Leadership,15.4,16531.86,Completed
2023-05-31,EMP00363,Communication,21.24,24699.31,Completed
2023-12-31,EMP00363,Data Literacy,8.32,11964.85,Completed
2024-02-29,EMP00363,Compliance,17.73,22272.17,Completed
2024-06-30,EMP00363,Compliance,18.95,33419.41,Completed
2024-07-31,EMP00363,Cybersecurity,22.25,41106.46,In Progress
2024-10-31,EMP00363,Cybersecurity,6.08,7173.83,Completed
2024-07-31,EMP00364,Data Literacy,2.66,4655.9,Completed
2024-08-31,EMP00364,Technical Skills,15.22,19443.79,Completed
2024-11-30,EMP00364,Communication,16.74,25832.85,Completed
2022-01-31,EMP00365,Compliance,9.07,12816.63,In Progress
2022-04-30,EMP00365,Compliance,11.24,7892.97,In Progress
2022-10-31,EMP00365,Communication,12.07,8361.07,Completed
2022-11-30,EMP00365,Communication,9.97,6409.89,Completed
2023-01-31,EMP00365,Leadership,8.99,8917.91,Completed
2023-02-28,EMP00365,Compliance,21.61,41743.53,Completed
2023-07-31,EMP00365,Data Literacy,21.14,21533.74,Dropped
2023-10-31,EMP00365,Cybersecurity,18.64,11574.35,Completed
2024-05-31,EMP00365,Leadership,10.64,19718.24,Completed
2024-06-30,EMP00365,Leadership,12.07,12120.54,In Progress
2024-10-31,EMP00365,Communication,3.66,3818.36,In Progress
2024-11-30,EMP00365,Data Literacy,21.37,23020.32,Completed
2022-04-30,EMP00366,Technical Skills,15.6,18898.39,Completed
2022-09-30,EMP00366,Leadership,7.71,8458.33,In Progress
2022-11-30,EMP00366,Cybersecurity,9.89,18771.77,Completed
2023-04-30,EMP00366,Technical Skills,13.29,9312.28,Completed
2023-06-30,EMP00366,Compliance,11.02,20610.15,Completed
2023-07-31,EMP00366,Compliance,3.97,7536.04,Completed
2024-02-29,EMP00366,Technical Skills,20.38,34801.16,Completed
2024-04-30,EMP00366,Cybersecurity,23.14,39272.0,In Progress
2024-10-31,EMP00366,Leadership,12.64,13791.36,Completed
2022-01-31,EMP00367,Communication,14.51,10619.49,Completed
2022-02-28,EMP00367,Data Literacy,9.66,17498.5,Completed
2022-03-31,EMP00367,Leadership,8.09,8917.08,Completed
2022-10-31,EMP00367,Data Literacy,14.41,25517.05,Completed
2023-07-31,EMP00367,Leadership,13.27,21563.71,Completed
2024-12-31,EMP00367,Compliance,15.35,21626.64,Completed
2022-12-31,EMP00368,Communication,16.43,32637.61,Completed
2023-05-31,EMP00368,Leadership,23.23,49004.11,Completed
2023-07-31,EMP00368,Leadership,21.8,22036.91,Completed
2023-08-31,EMP00368,Communication,2.36,3385.86,Completed
2023-09-30,EMP00368,Technical Skills,22.04,35494.57,Completed
2024-05-31,EMP00368,Technical Skills,22.93,40752.65,In Progress
2024-06-30,EMP00368,Leadership,17.48,27040.81,Completed
2024-07-31,EMP00368,Leadership,5.66,12078.97,Completed
2024-11-30,EMP00368,Compliance,11.99,22778.17,Completed
2024-12-31,EMP00368,Data Literacy,13.32,22467.97,Completed
2022-04-30,EMP00369,Leadership,22.2,35871.45,Completed
2022-05-31,EMP00369,Leadership,12.67,11445.84,Completed
2022-09-30,EMP00369,Technical Skills,9.65,9644.3,Completed
2022-10-31,EMP00369,Leadership,20.31,24797.74,Completed
2022-11-30,EMP00369,Data Literacy,23.83,42172.06,Completed
2023-01-31,EMP00369,Cybersecurity,17.29,37991.37,Completed
2023-05-31,EMP00369,Data Literacy,15.62,21503.02,Completed
2023-07-31,EMP00369,Data Literacy,23.53,35438.37,In Progress
2023-08-31,EMP00369,Data Literacy,5.17,7214.12,Completed
2023-10-31,EMP00369,Compliance,4.68,4538.01,Completed
2023-11-30,EMP00369,Cybersecurity,13.01,23265.15,Completed
2023-12-31,EMP00369,Compliance,18.48,25949.61,In Progress
2024-02-29,EMP00369,Data Literacy,21.45,45098.11,Completed
2024-03-31,EMP00369,Leadership,23.38,41736.25,Completed
2024-04-30,EMP00369,Leadership,7.4,12250.67,In Progress
2024-07-31,EMP00369,Cybersecurity,2.92,2441.13,Completed
2024-08-31,EMP00369,Data Literacy,3.56,6420.7,Completed
2024-09-30,EMP00369,Data Literacy,14.27,26378.04,Completed
2024-10-31,EMP00369,Leadership,11.54,13939.25,In Progress
2024-12-31,EMP00369,Cybersecurity,14.18,19026.52,Completed
2022-03-31,EMP00370,Leadership,23.24,26240.71,Completed
2022-05-31,EMP00370,Leadership,6.31,12203.23,Completed
2022-06-30,EMP00370,Cybersecurity,17.9,29252.55,Completed
2022-07-31,EMP00370,Data Literacy,22.4,36766.94,In Progress
2022-08-31,EMP00370,Technical Skills,3.49,3309.59,Completed
2022-12-31,EMP00370,Communication,22.43,27934.03,Completed
2023-01-31,EMP00370,Communication,4.26,8951.23,Completed
2023-02-28,EMP00370,Data Literacy,15.65,21918.99,Completed
2023-03-31,EMP00370,Leadership,21.31,35111.79,Completed
2023-05-31,EMP00370,Cybersecurity,9.16,5849.3,Completed
2023-10-31,EMP00370,Cybersecurity,5.36,4508.31,Completed
2023-12-31,EMP00370,Data Literacy,11.33,21731.21,Completed
2024-01-31,EMP00370,Compliance,5.59,4246.64,Completed
2024-02-29,EMP00370,Data Literacy,11.83,15291.96,Completed
2024-06-30,EMP00370,Compliance,13.45,20054.75,Completed
2024-07-31,EMP00370,Cybersecurity,9.59,6201.48,Completed
2024-11-30,EMP00370,Leadership,3.96,5133.06,In Progress
2022-06-30,EMP00371,Leadership,6.18,12164.52,In Progress
2023-05-31,EMP00371,Cybersecurity,7.26,14504.53,Completed
2023-08-31,EMP00371,Compliance,8.73,11973.16,In Progress
2023-10-31,EMP00371,Communication,17.82,32233.84,Completed
2023-12-31,EMP00371,Leadership,20.85,20063.78,Completed
2024-04-30,EMP00371,Communication,22.76,30362.97,Completed
2024-06-30,EMP00371,Communication,2.44,3385.61,In Progress
2024-07-31,EMP00371,Data Literacy,23.98,35857.1,In Progress
2022-04-30,EMP00372,Compliance,11.71,15943.54,In Progress
2022-05-31,EMP00372,Compliance,10.34,10364.61,Completed
2023-01-31,EMP00372,Compliance,13.45,10475.92,Completed
2023-04-30,EMP00372,Cybersecurity,11.52,11335.43,Completed
2023-07-31,EMP00372,Leadership,6.47,13586.04,Completed
2023-09-30,EMP00372,Data Literacy,5.85,10003.46,Completed
2023-12-31,EMP00372,Data Literacy,23.53,38241.54,Completed
2024-02-29,EMP00372,Cybersecurity,12.64,22405.55,Completed
2024-07-31,EMP00372,Compliance,5.59,6554.22,Completed
2024-08-31,EMP00372,Technical Skills,23.75,35974.65,Completed
2024-12-31,EMP00372,Data Literacy,19.11,12902.12,Dropped
2022-01-31,EMP00373,Communication,2.74,1805.96,In Progress
2022-03-31,EMP00374,Communication,4.61,6146.58,Completed
2022-06-30,EMP00374,Communication,3.84,5136.45,In Progress
2022-08-31,EMP00374,Data Literacy,14.23,12433.59,Completed
2022-10-31,EMP00374,Technical Skills,14.38,10271.2,Completed
2023-01-31,EMP00374,Technical Skills,16.63,11363.63,In Progress
2023-03-31,EMP00374,Leadership,12.63,13707.92,Completed
2023-08-31,EMP00374,Cybersecurity,22.06,40546.34,Completed
2023-09-30,EMP00374,Data Literacy,13.57,23299.9,Completed
2023-10-31,EMP00374,Technical Skills,10.46,10738.61,Completed
2024-04-30,EMP00374,Technical Skills,20.39,18177.66,Completed
2024-06-30,EMP00374,Compliance,19.11,20034.55,Completed
2024-11-30,EMP00374,Cybersecurity,21.13,38709.86,Completed
2022-05-31,EMP00375,Data Literacy,20.56,29765.34,Completed
2022-08-31,EMP00375,Compliance,22.29,45355.81,Completed
2023-02-28,EMP00375,Compliance,13.23,11193.45,In Progress
2023-07-31,EMP00375,Compliance,13.0,9355.83,Completed
2023-08-31,EMP00375,Technical Skills,17.07,27692.51,Completed
2023-09-30,EMP00375,Communication,14.76,24276.28,Completed
2023-10-31,EMP00375,Communication,5.29,9234.3,Completed
2023-12-31,EMP00375,Technical Skills,15.92,26452.8,Completed
2024-01-31,EMP00375,Data Literacy,9.03,8726.82,Completed
2024-02-29,EMP00375,Cybersecurity,9.04,16692.31,Completed
2024-04-30,EMP00375,Leadership,14.28,26357.9,Completed
2024-07-31,EMP00375,Cybersecurity,15.61,32766.52,Completed
2024-08-31,EMP00375,Data Literacy,13.26,14465.91,Completed
2024-09-30,EMP00375,Compliance,6.86,12312.01,Completed
2024-10-31,EMP00375,Technical Skills,3.47,6097.4,Completed
2024-11-30,EMP00375,Leadership,15.34,13754.76,In Progress
2024-12-31,EMP00375,Cybersecurity,10.08,9052.5,In Progress
2022-02-28,EMP00376,Communication,2.01,1574.51,Completed
2022-04-30,EMP00376,Leadership,3.08,4967.24,Completed
2022-10-31,EMP00376,Technical Skills,5.34,9209.7,Completed
2023-02-28,EMP00376,Communication,17.23,28690.86,Completed
2023-11-30,EMP00376,Communication,18.14,16588.7,Completed
2023-12-31,EMP00376,Data Literacy,8.85,7468.58,Completed
2024-01-31,EMP00376,Communication,21.22,43302.1,Completed
2024-04-30,EMP00376,Cybersecurity,6.11,12263.83,Completed
2024-05-31,EMP00376,Technical Skills,8.15,16625.91,Completed
2024-10-31,EMP00376,Data Literacy,4.87,4425.82,Completed
2024-11-30,EMP00376,Leadership,8.77,12071.23,Completed
2024-12-31,EMP00376,Data Literacy,21.2,38393.34,Dropped
2022-01-31,EMP00377,Communication,16.12,34525.23,Completed
2022-04-30,EMP00377,Data Literacy,8.2,11708.3,Completed
2022-06-30,EMP00377,Communication,19.03,31084.73,Completed
2022-08-31,EMP00377,Communication,21.39,32185.04,Completed
2022-09-30,EMP00377,Technical Skills,21.73,41535.96,Completed
2022-10-31,EMP00377,Technical Skills,14.32,16709.3,Completed
2022-12-31,EMP00377,Technical Skills,4.64,4093.46,Completed
2023-03-31,EMP00377,Communication,22.57,48877.98,Completed
2023-05-31,EMP00377,Compliance,19.51,35729.17,Completed
2023-08-31,EMP00377,Communication,6.78,14898.02,Completed
2023-12-31,EMP00377,Cybersecurity,2.01,2739.62,Completed
2024-03-31,EMP00377,Cybersecurity,12.71,13529.13,Completed
2024-05-31,EMP00377,Communication,12.92,22175.46,In Progress
2024-07-31,EMP00377,Leadership,7.5,6746.38,Completed
2024-11-30,EMP00377,Compliance,23.0,35497.96,Completed
2024-12-31,EMP00377,Leadership,8.8,17703.14,Completed
2022-05-31,EMP00378,Leadership,6.95,13712.36,Completed
2022-06-30,EMP00378,Data Literacy,18.71,23443.35,Completed
2022-10-31,EMP00378,Communication,5.4,9109.78,Completed
2022-12-31,EMP00378,Communication,6.0,12383.78,Dropped
2023-05-31,EMP00378,Communication,10.55,14439.0,In Progress
2023-07-31,EMP00378,Data Literacy,8.78,15081.77,Completed
2023-08-31,EMP00378,Compliance,18.62,23959.14,Completed
2023-09-30,EMP00378,Technical Skills,14.75,16016.31,In Progress
2023-10-31,EMP00378,Communication,7.69,5311.91,Completed
2023-11-30,EMP00378,Technical Skills,12.01,8717.28,Completed
2024-04-30,EMP00378,Compliance,23.32,34832.19,Completed
2024-07-31,EMP00378,Leadership,6.57,7673.22,Completed
2024-10-31,EMP00378,Leadership,18.64,11597.34,Completed
2024-11-30,EMP00378,Data Literacy,14.53,31357.67,Completed
2024-12-31,EMP00378,Technical Skills,14.14,15188.36,Completed
2024-05-31,EMP00379,Cybersecurity,22.14,40503.22,Completed
2024-08-31,EMP00379,Communication,14.87,18684.37,In Progress
2024-09-30,EMP00379,Data Literacy,5.21,9100.14,Completed
2024-11-30,EMP00379,Cybersecurity,3.28,4081.39,Completed
2022-02-28,EMP00380,Data Literacy,21.1,23722.73,Completed
2022-07-31,EMP00380,Technical Skills,2.22,3104.68,Completed
2022-11-30,EMP00380,Cybersecurity,8.81,8702.88,Completed
2023-01-31,EMP00380,Data Literacy,22.22,13587.31,Completed
2023-02-28,EMP00380,Technical Skills,10.47,10253.92,Completed
2023-08-31,EMP00380,Communication,22.49,39994.02,Completed
2023-09-30,EMP00380,Cybersecurity,10.85,12311.97,Completed
2023-10-31,EMP00380,Cybersecurity,3.68,7314.29,Completed
2023-12-31,EMP00380,Communication,18.88,18469.7,Completed
2024-04-30,EMP00380,Communication,17.33,15434.39,In Progress
2024-09-30,EMP00380,Communication,22.5,17133.7,Completed
2024-10-31,EMP00380,Cybersecurity,9.97,9492.31,Completed
2024-08-31,EMP00381,Leadership,15.39,25286.37,In Progress
2024-12-31,EMP00381,Leadership,19.52,19340.7,Completed
2022-01-31,EMP00383,Cybersecurity,7.6,13368.48,In Progress
2022-02-28,EMP00383,Leadership,17.74,11040.85,Completed
2022-07-31,EMP00383,Compliance,18.02,32091.01,Completed
2023-03-31,EMP00383,Cybersecurity,15.89,33241.56,In Progress
2023-06-30,EMP00383,Communication,3.54,2494.32,Completed
2023-09-30,EMP00383,Communication,21.17,25493.11,Dropped
2023-10-31,EMP00383,Technical Skills,12.45,9561.25,Completed
2024-09-30,EMP00383,Leadership,10.81,23308.04,Completed
2023-09-30,EMP00384,Cybersecurity,16.48,23276.41,Completed
2024-02-29,EMP00384,Technical Skills,18.83,19144.22,In Progress
2022-05-31,EMP00385,Compliance,18.08,22560.77,Completed
2022-06-30,EMP00385,Communication,15.11,29281.23,Completed
2022-09-30,EMP00385,Leadership,15.53,24819.09,Completed
2022-10-31,EMP00385,Data Literacy,9.31,16343.9,Completed
2022-11-30,EMP00385,Cybersecurity,3.7,2549.28,In Progress
2022-12-31,EMP00385,Communication,5.38,9863.21,Completed
2023-01-31,EMP00385,Data Literacy,22.35,27233.64,Completed
2023-02-28,EMP00385,Data Literacy,5.12,5667.29,Completed
2023-03-31,EMP00385,Data Literacy,10.83,11437.23,Completed
2023-07-31,EMP00385,Cybersecurity,22.91,29409.93,In Progress
2023-09-30,EMP00385,Communication,10.67,8196.55,Completed
2023-10-31,EMP00385,Data Literacy,20.07,24305.7,Completed
2023-12-31,EMP00385,Cybersecurity,22.21,33795.87,Completed
2024-03-31,EMP00385,Technical Skills,3.97,7286.59,Completed
2024-05-31,EMP00385,Technical Skills,9.59,10689.04,Completed
2022-03-31,EMP00386,Data Literacy,13.23,17096.72,Completed
2022-04-30,EMP00386,Communication,19.29,12220.65,In Progress
2022-06-30,EMP00386,Data Literacy,3.52,4925.21,Completed
2022-09-30,EMP00386,Technical Skills,8.95,9175.45,Completed
2022-10-31,EMP00386,Compliance,8.5,18406.07,Completed
2022-03-31,EMP00387,Technical Skills,23.87,39484.46,Completed
2022-08-31,EMP00387,Cybersecurity,12.48,25782.76,Completed
2022-09-30,EMP00387,Cybersecurity,19.13,27120.33,In Progress
2022-10-31,EMP00387,Leadership,12.09,8186.29,Completed
2023-02-28,EMP00387,Leadership,22.45,13757.1,Completed
2023-04-30,EMP00387,Communication,19.9,17830.1,Completed
2023-06-30,EMP00387,Data Literacy,19.44,19857.48,Completed
2023-07-31,EMP00387,Data Literacy,20.0,22767.22,Completed
2023-08-31,EMP00387,Communication,9.69,11815.84,Completed
2023-09-30,EMP00387,Technical Skills,22.6,13671.82,Completed
2023-10-31,EMP00387,Data Literacy,16.25,20000.91,Completed
2023-11-30,EMP00387,Compliance,20.39,40820.14,Completed
2023-12-31,EMP00387,Leadership,12.87,21046.79,Completed
2024-05-31,EMP00387,Compliance,14.79,16438.88,Completed
2024-06-30,EMP00387,Communication,8.76,13614.44,Completed
2022-02-28,EMP00388,Compliance,14.61,25912.05,Completed
2022-05-31,EMP00388,Cybersecurity,8.56,13575.43,Completed
2022-06-30,EMP00388,Leadership,8.35,16132.27,In Progress
2023-01-31,EMP00388,Compliance,11.1,13017.13,Completed
2023-03-31,EMP00388,Leadership,21.89,21926.91,Completed
2023-04-30,EMP00388,Leadership,4.05,7081.0,Completed
2023-06-30,EMP00388,Leadership,3.47,7324.0,Completed
2023-08-31,EMP00388,Communication,17.87,13890.36,Completed
2024-02-29,EMP00388,Cybersecurity,4.99,3314.96,Completed
2024-03-31,EMP00388,Leadership,6.01,4660.99,In Progress
2024-04-30,EMP00388,Data Literacy,16.72,17294.95,Completed
2024-05-31,EMP00388,Leadership,18.41,17268.37,Completed
2022-01-31,EMP00389,Compliance,13.43,14567.33,In Progress
2022-03-31,EMP00389,Compliance,2.67,3080.5,Completed
2022-06-30,EMP00389,Compliance,9.31,9737.33,Completed
2022-08-31,EMP00389,Cybersecurity,9.3,14398.0,Completed
2023-01-31,EMP00389,Leadership,7.0,14406.54,Completed
2023-05-31,EMP00389,Leadership,19.69,13532.24,Completed
2023-06-30,EMP00389,Technical Skills,19.7,31563.94,Completed
2023-07-31,EMP00389,Leadership,12.16,20321.01,Completed
2023-09-30,EMP00389,Data Literacy,15.97,30777.99,Completed
2024-01-31,EMP00389,Leadership,6.17,13420.71,In Progress
2024-03-31,EMP00389,Data Literacy,14.2,29227.01,Completed
2024-05-31,EMP00389,Cybersecurity,5.8,5428.22,Completed
2024-06-30,EMP00389,Cybersecurity,4.77,10024.78,Completed
2024-08-31,EMP00389,Technical Skills,22.76,30995.92,Completed
2024-12-31,EMP00389,Technical Skills,22.52,26953.76,Completed
2024-02-29,EMP00390,Communication,12.79,18928.08,Completed
2024-03-31,EMP00390,Compliance,6.09,5732.98,Dropped
2024-05-31,EMP00390,Cybersecurity,23.58,15732.79,Completed
2024-09-30,EMP00390,Leadership,14.38,9297.32,Completed
2024-10-31,EMP00390,Technical Skills,10.84,20784.5,Completed
2024-12-31,EMP00390,Technical Skills,6.75,10288.01,Completed
2022-01-31,EMP00391,Communication,23.66,47944.39,In Progress
2022-04-30,EMP00391,Leadership,4.34,9017.93,Completed
2022-06-30,EMP00391,Compliance,6.35,11536.98,Dropped
2022-09-30,EMP00391,Data Literacy,9.35,14888.84,Completed
2022-11-30,EMP00391,Data Literacy,23.36,49055.02,Completed
2022-12-31,EMP00391,Technical Skills,22.09,43327.2,Completed
2023-01-31,EMP00391,Data Literacy,14.47,11617.7,Completed
2023-02-28,EMP00391,Communication,23.51,21981.6,Completed
2023-03-31,EMP00391,Cybersecurity,21.05,17551.01,Completed
2023-06-30,EMP00391,Compliance,5.72,3670.2,Completed
2023-10-31,EMP00391,Technical Skills,15.9,16526.46,In Progress
2023-11-30,EMP00391,Cybersecurity,19.01,34113.61,Completed
2023-12-31,EMP00391,Communication,3.92,7856.15,Completed
2024-01-31,EMP00391,Communication,20.58,31649.54,Completed
2024-05-31,EMP00391,Compliance,19.79,15187.3,Completed
2024-07-31,EMP00391,Compliance,16.63,18419.74,Completed
2024-11-30,EMP00391,Compliance,18.62,27834.2,Completed
2022-01-31,EMP00392,Technical Skills,20.82,36679.74,Completed
2022-12-31,EMP00392,Data Literacy,20.49,40431.53,Completed
2023-02-28,EMP00392,Data Literacy,15.45,18685.71,Completed
2023-03-31,EMP00392,Cybersecurity,11.71,7112.59,Completed
2023-06-30,EMP00392,Technical Skills,2.08,2139.22,Completed
2023-10-31,EMP00392,Data Literacy,3.9,4293.1,Completed
2023-11-30,EMP00392,Data Literacy,17.16,35051.5,Completed
2024-03-31,EMP00392,Cybersecurity,5.98,6132.74,Completed
2024-05-31,EMP00392,Communication,3.99,7649.15,In Progress
2024-07-31,EMP00392,Data Literacy,8.47,18391.12,Completed
2024-10-31,EMP00392,Data Literacy,18.14,37732.06,Completed
2023-04-30,EMP00393,Technical Skills,21.34,17682.96,Completed
